CUSIP,SecurityType,SecurityTerm,AuctionDate,IssueDate,MaturityDate,Price,HighInvestmentRate,HighPrice,HighYield,InterestRate,LowInvestmentRate,LowPrice,Series,Spread,Strippable
91282CGH8,Note,5-Year,01/25/2023,01/31/2023,01/31/2028,99.863589,,99.863589,0.0353,0.035,,,U-2028,,Yes
91282CGG0,Note,2-Year,01/24/2023,01/31/2023,01/31/2025,99.973391,,99.973391,0.04139,0.04125,,,AW-2025,,Yes
912796ZY8,Bill,52-Week,01/24/2023,01/26/2023,01/25/2024,95.480333,0.04692,95.480333,,,,,,,
912796YV5,Bill,13-Week,01/23/2023,01/26/2023,04/27/2023,98.843542,0.04693,98.843542,,,,,,,
912796Y29,Bill,26-Week,01/23/2023,01/26/2023,07/27/2023,97.631472,0.04865,97.631472,,,,,,,
91282CGK1,Note,10-Year,01/19/2023,01/31/2023,01/15/2033,99.060103,,99.060103,0.0122,0.01125,,,A-2033,,Yes
912796Y60,Bill,4-Week,01/19/2023,01/24/2023,02/21/2023,99.651556,0.04558,99.651556,,,,,,,
912796YK9,Bill,44-Day,01/19/2023,01/24/2023,03/09/2023,99.446944,0.04613,99.446944,,,,,,,
912796Z77,Bill,8-Week,01/19/2023,01/24/2023,03/21/2023,99.296889,0.04615,99.296889,,,,,,,
912810TM0,Bond,19-Year 10-Month,01/18/2023,01/31/2023,11/15/2042,104.489600,,104.489600,0.03678,0.04,,,Bonds of November 2042,,Yes
912797FF9,Bill,17-Week,01/18/2023,01/24/2023,05/23/2023,98.476139,0.04746,98.476139,,,,,,,
912796V48,Bill,13-Week,01/17/2023,01/19/2023,04/20/2023,98.847333,0.04677,98.847333,,,,,,,
912796ZZ5,Bill,26-Week,01/17/2023,01/19/2023,07/20/2023,97.631472,0.04865,97.631472,,,,,,,
912796T33,Bill,35-Day,01/12/2023,01/19/2023,02/23/2023,99.563472,0.04572,99.563472,,,,,,,
912796ZU6,Bill,4-Week,01/12/2023,01/17/2023,02/14/2023,99.660111,0.04446,99.660111,,,,,,,
912796Z69,Bill,8-Week,01/12/2023,01/17/2023,03/14/2023,99.305444,0.04559,99.305444,,,,,,,
912810TL2,Bond,29-Year 10-Month,01/12/2023,01/17/2023,11/15/2052,107.556697,,107.556697,0.03585,0.04,,,Bonds of November 2052,,Yes
912797FE2,Bill,17-Week,01/11/2023,01/17/2023,05/16/2023,98.453000,0.0482,98.453000,,,,,,,
91282CFV8,Note,9-Year 10-Month,01/11/2023,01/17/2023,11/15/2032,104.515580,,104.515580,0.03575,0.04125,,,F-2032,,Yes
91282CGE5,Note,3-Year,01/10/2023,01/17/2023,01/15/2026,99.714294,,99.714294,0.03977,0.03875,,,AJ-2026,,Yes
912796YU7,Bill,13-Week,01/09/2023,01/12/2023,04/13/2023,98.847333,0.04677,98.847333,,,,,,,
912796XQ7,Bill,26-Week,01/09/2023,01/12/2023,07/13/2023,97.618833,0.04892,97.618833,,,,,,,
912796ZT9,Bill,4-Week,01/05/2023,01/10/2023,02/07/2023,99.681111,0.0417,99.681111,,,,,,,
912796Y86,Bill,8-Week,01/05/2023,01/10/2023,03/07/2023,99.310889,0.04523,99.310889,,,,,,,
912797FD4,Bill,17-Week,01/04/2023,01/10/2023,05/09/2023,98.489361,0.04705,98.489361,,,,,,,
912796YN3,Bill,13-Week,01/03/2023,01/05/2023,04/06/2023,98.885250,0.04522,98.885250,,,,,,,
912796ZS1,Bill,26-Week,01/03/2023,01/05/2023,07/06/2023,97.656750,0.04812,97.656750,,,,,,,
912796ZM4,Bill,4-Week,12/29/2022,01/03/2023,01/31/2023,99.702111,0.03895,99.702111,,,,,,,
912796Y78,Bill,8-Week,12/29/2022,01/03/2023,02/28/2023,99.338889,0.04338,99.338889,,,,,,,
91282CGB1,Note,7-Year,12/29/2022,01/03/2023,12/31/2029,99.720458,,99.720458,0.03921,0.03875,,,T-2029,,Yes
912796CW7,Bill,17-Week,12/28/2022,01/03/2023,05/02/2023,98.495972,0.04684,98.495972,,,,,,,
91282CGC9,Note,5-Year,12/28/2022,01/03/2023,12/31/2027,99.559582,,99.559582,0.03973,0.03875,,,AH-2027,,Yes
91282CFS5,Note,1-Year 10-Month,12/28/2022,12/30/2022,10/31/2024,99.821106,,99.821106,,,,,BK-2024,0.0014,No
91282CGD7,Note,2-Year,12/27/2022,01/03/2023,12/31/2024,99.767054,,99.767054,0.04373,0.0425,,,BM-2024,,Yes
912796YM5,Bill,13-Week,12/27/2022,12/29/2022,03/30/2023,98.900417,0.04459,98.900417,,,,,,,
912796ZR3,Bill,26-Week,12/27/2022,12/29/2022,06/29/2023,97.674444,0.04775,97.674444,,,,,,,
912796ZN2,Bill,52-Week,12/27/2022,12/29/2022,12/28/2023,95.434833,0.04741,95.434833,,,,,,,
91282CFR7,Note,4-Year 10-Month,12/22/2022,12/30/2022,10/15/2027,101.135096,,101.135096,0.01504,0.01625,,,AE-2027,,Yes
912796ZL6,Bill,4-Week,12/22/2022,12/27/2022,01/24/2023,99.719222,0.0367,99.719222,,,,,,,
912796Y60,Bill,8-Week,12/22/2022,12/27/2022,02/21/2023,99.380111,0.04066,99.380111,,,,,,,
912810TM0,Bond,19-Year 11-Month,12/21/2022,01/03/2023,11/15/2042,100.882504,,100.882504,0.03935,0.04,,,Bonds of November 2042,,Yes
912796CV9,Bill,17-Week,12/21/2022,12/27/2022,04/25/2023,98.537292,0.04553,98.537292,,,,,,,
912796U31,Bill,13-Week,12/19/2022,12/22/2022,03/23/2023,98.915583,0.04397,98.915583,,,,,,,
912796ZQ5,Bill,26-Week,12/19/2022,12/22/2022,06/22/2023,97.699722,0.04722,97.699722,,,,,,,
912796ZK8,Bill,4-Week,12/15/2022,12/20/2022,01/17/2023,99.706000,0.03844,99.706000,,,,,,,
912796ZU6,Bill,8-Week,12/15/2022,12/20/2022,02/14/2023,99.368444,0.04143,99.368444,,,,,,,
912796CU1,Bill,17-Week,12/14/2022,12/20/2022,04/18/2023,98.532333,0.04569,98.532333,,,,,,,
912810TL2,Bond,29-Year 11-Month,12/13/2022,12/15/2022,11/15/2052,108.967370,,108.967370,0.03513,0.04,,,Bonds of November 2052,,Yes
912796YL7,Bill,13-Week,12/12/2022,12/15/2022,03/16/2023,98.920639,0.04377,98.920639,,,,,,,
912796X53,Bill,26-Week,12/12/2022,12/15/2022,06/15/2023,97.659278,0.04807,97.659278,,,,,,,
91282CGA3,Note,3-Year,12/12/2022,12/15/2022,12/15/2025,99.739942,,99.739942,0.04093,0.04,,,AV-2025,,Yes
91282CFV8,Note,9-Year 11-Month,12/12/2022,12/15/2022,11/15/2032,104.129208,,104.129208,0.03625,0.04125,,,F-2032,,Yes
912796ZJ1,Bill,4-Week,12/08/2022,12/13/2022,01/10/2023,99.716111,0.03711,99.716111,,,,,,,
912796ZT9,Bill,8-Week,12/08/2022,12/13/2022,02/07/2023,99.387111,0.04019,99.387111,,,,,,,
912796CT4,Bill,17-Week,12/07/2022,12/13/2022,04/11/2023,98.545556,0.04527,98.545556,,,,,,,
912796YK9,Bill,13-Week,12/05/2022,12/08/2022,03/09/2023,98.920639,0.04377,98.920639,,,,,,,
912796ZP7,Bill,26-Week,12/05/2022,12/08/2022,06/08/2023,97.689611,0.04743,97.689611,,,,,,,
912796ZH5,Bill,4-Week,12/01/2022,12/06/2022,01/03/2023,99.692778,0.04017,99.692778,,,,,,,
912796ZM4,Bill,8-Week,12/01/2022,12/06/2022,01/31/2023,99.365333,0.04163,99.365333,,,,,,,
912796Z93,Bill,17-Week,11/30/2022,12/06/2022,04/04/2023,98.535639,0.04558,98.535639,,,,,,,
912796ZD4,Bill,52-Week,11/29/2022,12/01/2022,11/30/2023,95.394389,0.04784,95.394389,,,,,,,
912796YB9,Bill,13-Week,11/28/2022,12/01/2022,03/02/2023,98.916847,0.04392,98.916847,,,,,,,
912796ZG7,Bill,26-Week,11/28/2022,12/01/2022,06/01/2023,97.699722,0.04722,97.699722,,,,,,,
912796ZA0,Bill,4-Week,11/23/2022,11/29/2022,12/27/2022,99.691222,0.04038,99.691222,,,,,,,
912796ZL6,Bill,8-Week,11/23/2022,11/29/2022,01/24/2023,99.359111,0.04204,99.359111,,,,,,,
912796Z85,Bill,17-Week,11/23/2022,11/29/2022,03/28/2023,98.545556,0.04527,98.545556,,,,,,,
91282CFY2,Note,7-Year,11/22/2022,11/30/2022,11/30/2029,99.908851,,99.908851,0.0389,0.03875,,,S-2029,,Yes
91282CFS5,Note,1-Year 11-Month,11/22/2022,11/25/2022,10/31/2024,99.848062,,99.848062,,,,,BK-2024,0.0014,No
91282CFX4,Note,2-Year,11/21/2022,11/30/2022,11/30/2024,99.990539,,99.990539,0.04505,0.045,,,BL-2024,,Yes
91282CFZ9,Note,5-Year,11/21/2022,11/30/2022,11/30/2027,99.555059,,99.555059,0.03974,0.03875,,,AG-2027,,Yes
912796T33,Bill,13-Week,11/21/2022,11/25/2022,02/23/2023,98.945000,0.04324,98.945000,,,,,,,
912796ZF9,Bill,26-Week,11/21/2022,11/25/2022,05/25/2023,97.727444,0.04689,97.727444,,,,,,,
91282CEZ0,Note,9-Year 8-Month,11/17/2022,11/30/2022,07/15/2032,94.294626,,94.294626,0.01485,0.00625,,,D-2032,,Yes
912796X61,Bill,16-Day,11/17/2022,11/22/2022,12/08/2022,99.831111,0.03859,99.831111,,,,,,,
912796YZ6,Bill,4-Week,11/17/2022,11/22/2022,12/20/2022,99.704833,0.03859,99.704833,,,,,,,
912796ZK8,Bill,8-Week,11/17/2022,11/22/2022,01/17/2023,99.374667,0.04101,99.374667,,,,,,,
912810TM0,Bond,20-Year,11/16/2022,11/30/2022,11/15/2042,99.019661,,99.019661,0.04072,0.04,,,Bonds of November 2042,,Yes
912796Z77,Bill,17-Week,11/16/2022,11/22/2022,03/21/2023,98.572000,0.04443,98.572000,,,,,,,
912796YA1,Bill,13-Week,11/14/2022,11/17/2022,02/16/2023,98.949708,0.04257,98.949708,,,,,,,
912796W47,Bill,26-Week,11/14/2022,11/17/2022,05/18/2023,97.755333,0.04605,97.755333,,,,,,,
912796YY9,Bill,4-Week,11/10/2022,11/15/2022,12/13/2022,99.721556,0.0364,99.721556,,,,,,,
912796ZJ1,Bill,8-Week,11/10/2022,11/15/2022,01/10/2023,99.401111,0.03927,99.401111,,,,,,,
912810TL2,Bond,30-Year,11/10/2022,11/15/2022,11/15/2052,98.622933,,98.622933,0.0408,0.04,,,Bonds of November 2052,,Yes
912796Z69,Bill,17-Week,11/09/2022,11/15/2022,03/14/2023,98.578611,0.04423,98.578611,,,,,,,
91282CFV8,Note,10-Year,11/09/2022,11/15/2022,11/15/2032,99.878189,,99.878189,0.0414,0.04125,,,F-2032,,Yes
91282CFW6,Note,3-Year,11/08/2022,11/15/2022,11/15/2025,99.708904,,99.708904,0.04605,0.045,,,AU-2025,,Yes
912796XZ7,Bill,13-Week,11/07/2022,11/10/2022,02/09/2023,98.958556,0.04221,98.958556,,,,,,,
912796ZE2,Bill,26-Week,11/07/2022,11/10/2022,05/11/2023,97.730056,0.04658,97.730056,,,,,,,
912796YX1,Bill,4-Week,11/03/2022,11/08/2022,12/06/2022,99.718444,0.03681,99.718444,,,,,,,
912796ZH5,Bill,8-Week,11/03/2022,11/08/2022,01/03/2023,99.396444,0.03958,99.396444,,,,,,,
912796Y86,Bill,17-Week,11/02/2022,11/08/2022,03/07/2023,98.585222,0.04402,98.585222,,,,,,,
912796YT0,Bill,52-Week,11/01/2022,11/03/2022,11/02/2023,95.444944,0.0473,95.444944,,,,,,,
912796XT1,Bill,13-Week,10/31/2022,11/03/2022,02/02/2023,98.971194,0.04169,98.971194,,,,,,,
912796YW3,Bill,26-Week,10/31/2022,11/03/2022,05/04/2023,97.755333,0.04605,97.755333,,,,,,,
912796YS2,Bill,4-Week,10/27/2022,11/01/2022,11/29/2022,99.720000,0.0366,99.720000,,,,,,,
912796ZA0,Bill,8-Week,10/27/2022,11/01/2022,12/27/2022,99.405778,0.03896,99.405778,,,,,,,
91282CFT3,Note,7-Year,10/27/2022,10/31/2022,10/31/2029,99.836721,,99.836721,0.04027,0.04,,,R-2029,,Yes
912796Y78,Bill,17-Week,10/26/2022,11/01/2022,02/28/2023,98.618278,0.04297,98.618278,,,,,,,
91282CFS5,Note,2-Year,10/26/2022,10/31/2022,10/31/2024,100.000000,,100.000000,,,,,BK-2024,0.0014,No
91282CFU0,Note,5-Year,10/26/2022,10/31/2022,10/31/2027,99.700589,,99.700589,0.04192,0.04125,,,AF-2027,,Yes
91282CFQ9,Note,2-Year,10/25/2022,10/31/2022,10/31/2024,99.839071,,99.839071,0.0446,0.04375,,,BJ-2024,,Yes
912796S34,Bill,13-Week,10/24/2022,10/27/2022,01/26/2023,98.988889,0.04097,98.988889,,,,,,,
912796YV5,Bill,26-Week,10/24/2022,10/27/2022,04/27/2023,97.780611,0.04552,97.780611,,,,,,,
91282CFR7,Note,5-Year,10/20/2022,10/31/2022,10/15/2027,99.475435,,99.475435,0.01732,0.01625,,,AE-2027,,Yes
912796YR4,Bill,4-Week,10/20/2022,10/25/2022,11/22/2022,99.733222,0.03487,99.733222,,,,,,,
912796YZ6,Bill,8-Week,10/20/2022,10/25/2022,12/20/2022,99.426000,0.03763,99.426000,,,,,,,
912810TK4,Bond,19-Year 10-Month,10/19/2022,10/31/2022,08/15/2042,86.599384,,86.599384,0.04395,0.03375,,,Bonds of August 2042,,Yes
912796Y60,Bill,17-Week,10/19/2022,10/25/2022,02/21/2023,98.631500,0.04256,98.631500,,,,,,,
912796XS3,Bill,13-Week,10/17/2022,10/20/2022,01/19/2023,99.034389,0.03911,99.034389,,,,,,,
912796V48,Bill,26-Week,10/17/2022,10/20/2022,04/20/2023,97.853917,0.04398,97.853917,,,,,,,
912796YQ6,Bill,4-Week,10/13/2022,10/18/2022,11/15/2022,99.747222,0.03303,99.747222,,,,,,,
912796YY9,Bill,8-Week,10/13/2022,10/18/2022,12/13/2022,99.458667,0.03548,99.458667,,,,,,,
912810TJ7,Bond,29-Year 10-Month,10/13/2022,10/17/2022,08/15/2052,83.740689,,83.740689,0.0393,0.03,,,Bonds of August 2052,,Yes
912796ZU6,Bill,119-Day,10/12/2022,10/18/2022,02/14/2023,98.714139,0.03995,98.714139,,,,,,,
91282CFF3,Note,9-Year 10-Month,10/12/2022,10/17/2022,08/15/2032,90.449122,,90.449122,0.0393,0.0275,,,E-2032,,Yes
91282CFP1,Note,3-Year,10/11/2022,10/17/2022,10/15/2025,99.810402,,99.810402,0.04318,0.0425,,,AT-2025,,Yes
912796XR5,Bill,13-Week,10/11/2022,10/13/2022,01/12/2023,99.112750,0.03591,99.112750,,,,,,,
912796YU7,Bill,26-Week,10/11/2022,10/13/2022,04/13/2023,97.962611,0.04171,97.962611,,,,,,,
912796YP8,Bill,4-Week,10/06/2022,10/11/2022,11/08/2022,99.772889,0.02967,99.772889,,,,,,,
912796YX1,Bill,8-Week,10/06/2022,10/11/2022,12/06/2022,99.497556,0.03291,99.497556,,,,,,,
912796ZT9,Bill,119-Day,10/05/2022,10/11/2022,02/07/2023,98.776944,0.03798,98.776944,,,,,,,
912796YJ2,Bill,52-Week,10/04/2022,10/06/2022,10/05/2023,96.001056,0.04134,96.001056,,,,,,,
912796X95,Bill,13-Week,10/03/2022,10/06/2022,01/05/2023,99.155722,0.03415,99.155722,,,,,,,
912796YN3,Bill,26-Week,10/03/2022,10/06/2022,04/06/2023,98.053611,0.03981,98.053611,,,,,,,
912796YG8,Bill,4-Week,09/29/2022,10/04/2022,11/01/2022,99.793111,0.02703,99.793111,,,,,,,
912796YS2,Bill,8-Week,09/29/2022,10/04/2022,11/29/2022,99.523222,0.03122,99.523222,,,,,,,
912796ZM4,Bill,119-Day,09/28/2022,10/04/2022,01/31/2023,98.813306,0.03684,98.813306,,,,,,,
91282CFD8,Note,1-Year 10-Month,09/28/2022,09/30/2022,07/31/2024,99.899772,,99.899772,,,,,BF-2024,0.00037,No
91282CFL0,Note,7-Year,09/28/2022,09/30/2022,09/30/2029,99.860277,,99.860277,0.03898,0.03875,,,Q-2029,,Yes
91282CFM8,Note,5-Year,09/27/2022,09/30/2022,09/30/2027,99.540144,,99.540144,0.04228,0.04125,,,AD-2027,,Yes
91282CFN6,Note,2-Year,09/26/2022,09/30/2022,09/30/2024,99.924113,,99.924113,0.0429,0.0425,,,BH-2024,,Yes
912796R27,Bill,13-Week,09/26/2022,09/29/2022,12/29/2022,99.173417,0.03343,99.173417,,,,,,,
912796YM5,Bill,26-Week,09/26/2022,09/29/2022,03/30/2023,98.053611,0.03981,98.053611,,,,,,,
91282CEZ0,Note,9-Year 10-Month,09/22/2022,09/30/2022,07/15/2032,96.133470,,96.133470,0.01248,0.00625,,,D-2032,,Yes
912796YF0,Bill,4-Week,09/22/2022,09/27/2022,10/25/2022,99.793111,0.02703,99.793111,,,,,,,
912796YR4,Bill,8-Week,09/22/2022,09/27/2022,11/22/2022,99.534889,0.03046,99.534889,,,,,,,
912796ZL6,Bill,119-Day,09/21/2022,09/27/2022,01/24/2023,98.813306,0.03684,98.813306,,,,,,,
912810TK4,Bond,19-Year 11-Month,09/20/2022,09/30/2022,08/15/2042,93.835989,,93.835989,0.0382,0.03375,,,Bonds of August 2042,,Yes
912796X87,Bill,13-Week,09/19/2022,09/22/2022,12/22/2022,99.173417,0.03343,99.173417,,,,,,,
912796U31,Bill,26-Week,09/19/2022,09/22/2022,03/23/2023,98.089000,0.03907,98.089000,,,,,,,
912796YE3,Bill,4-Week,09/15/2022,09/20/2022,10/18/2022,99.792333,0.02713,99.792333,,,,,,,
912796YQ6,Bill,8-Week,09/15/2022,09/20/2022,11/15/2022,99.545000,0.02979,99.545000,,,,,,,
912796ZK8,Bill,119-Day,09/14/2022,09/20/2022,01/17/2023,98.826528,0.03642,98.826528,,,,,,,
912810TJ7,Bond,29-Year 11-Month,09/13/2022,09/15/2022,08/15/2052,90.579948,,90.579948,0.03511,0.03,,,Bonds of August 2052,,Yes
912796X79,Bill,13-Week,09/12/2022,09/15/2022,12/15/2022,99.222708,0.03142,99.222708,,,,,,,
912796YL7,Bill,26-Week,09/12/2022,09/15/2022,03/16/2023,98.248250,0.03576,98.248250,,,,,,,
91282CFK2,Note,3-Year,09/12/2022,09/15/2022,09/15/2025,99.819428,,99.819428,0.03564,0.035,,,AS-2025,,Yes
91282CFF3,Note,9-Year 11-Month,09/12/2022,09/15/2022,08/15/2032,95.132618,,95.132618,0.0333,0.0275,,,E-2032,,Yes
912796YD5,Bill,4-Week,09/08/2022,09/13/2022,10/11/2022,99.805556,0.0254,99.805556,,,,,,,
912796YP8,Bill,8-Week,09/08/2022,09/13/2022,11/08/2022,99.569889,0.02816,99.569889,,,,,,,
912796ZJ1,Bill,119-Day,09/07/2022,09/13/2022,01/10/2023,98.943875,0.03274,98.943875,,,,,,,
912796X61,Bill,13-Week,09/06/2022,09/08/2022,12/08/2022,99.250514,0.03029,99.250514,,,,,,,
912796YK9,Bill,26-Week,09/06/2022,09/08/2022,03/09/2023,98.321556,0.03424,98.321556,,,,,,,
912796YH6,Bill,52-Week,09/06/2022,09/08/2022,09/07/2023,96.501556,0.03603,96.501556,,,,,,,
912796YC7,Bill,4-Week,09/01/2022,09/06/2022,10/04/2022,99.807889,0.02509,99.807889,,,,,,,
912796YG8,Bill,8-Week,09/01/2022,09/06/2022,11/01/2022,99.575333,0.0278,99.575333,,,,,,,
912796ZH5,Bill,119-Day,08/31/2022,09/06/2022,01/03/2023,98.975278,0.03176,98.975278,,,,,,,
912796P94,Bill,13-Week,08/29/2022,09/01/2022,12/01/2022,99.272000,0.02941,99.272000,,,,,,,
912796YB9,Bill,26-Week,08/29/2022,09/01/2022,03/02/2023,98.364528,0.03334,98.364528,,,,,,,
91282CFJ5,Note,7-Year,08/25/2022,08/31/2022,08/31/2029,99.968787,,99.968787,0.0313,0.03125,,,P-2029,,Yes
912796XX2,Bill,4-Week,08/25/2022,08/30/2022,09/27/2022,99.820333,0.02346,99.820333,,,,,,,
912796YF0,Bill,8-Week,08/25/2022,08/30/2022,10/25/2022,99.594000,0.02657,99.594000,,,,,,,
91282CFH9,Note,5-Year,08/24/2022,08/31/2022,08/31/2027,99.518772,,99.518772,0.0323,0.03125,,,AC-2027,,Yes
912796ZA0,Bill,119-Day,08/24/2022,08/30/2022,12/27/2022,99.018250,0.03041,99.018250,,,,,,,
91282CFD8,Note,1-Year 11-Month,08/24/2022,08/26/2022,07/31/2024,99.898407,,99.898407,,,,,BF-2024,0.00037,No
91282CFG1,Note,2-Year,08/23/2022,08/31/2022,08/31/2024,99.890561,,99.890561,0.03307,0.0325,,,BG-2024,,Yes
912796U49,Bill,21-Day,08/23/2022,08/25/2022,09/15/2022,99.871667,0.02233,99.871667,,,,,,,
912796W70,Bill,13-Week,08/22/2022,08/25/2022,11/25/2022,99.299778,0.02798,99.299778,,,,,,,
912796T33,Bill,26-Week,08/22/2022,08/25/2022,02/23/2023,98.427722,0.03204,98.427722,,,,,,,
912810TE8,Bond,29-Year 6-Month,08/18/2022,08/31/2022,02/15/2052,84.615251,,84.615251,0.0092,0.00125,,,TIPS of February 2052,,Yes
912796XW4,Bill,4-Week,08/18/2022,08/23/2022,09/20/2022,99.832778,0.02184,99.832778,,,,,,,
912796YE3,Bill,8-Week,08/18/2022,08/23/2022,10/18/2022,99.612667,0.02534,99.612667,,,,,,,
912810TK4,Bond,20-Year,08/17/2022,08/31/2022,08/15/2042,99.925621,,99.925621,0.0338,0.03375,,,Bonds of August 2042,,Yes
912796YZ6,Bill,119-Day,08/17/2022,08/23/2022,12/20/2022,99.044694,0.02958,99.044694,,,,,,,
912796W62,Bill,13-Week,08/15/2022,08/18/2022,11/17/2022,99.340250,0.02664,99.340250,,,,,,,
912796YA1,Bill,26-Week,08/15/2022,08/18/2022,02/16/2023,98.473222,0.03109,98.473222,,,,,,,
912796XV6,Bill,4-Week,08/11/2022,08/16/2022,09/13/2022,99.832778,0.02184,99.832778,,,,,,,
912796YD5,Bill,8-Week,08/11/2022,08/16/2022,10/11/2022,99.622000,0.02473,99.622000,,,,,,,
912810TJ7,Bond,30-Year,08/11/2022,08/15/2022,08/15/2052,97.941002,,97.941002,0.03106,0.03,,,Bonds of August 2052,,Yes
912796YY9,Bill,119-Day,08/10/2022,08/16/2022,12/13/2022,99.081056,0.02845,99.081056,,,,,,,
91282CFF3,Note,10-Year,08/10/2022,08/15/2022,08/15/2032,99.956556,,99.956556,0.02755,0.0275,,,E-2032,,Yes
91282CFE6,Note,3-Year,08/09/2022,08/15/2022,08/15/2025,99.781411,,99.781411,0.03202,0.03125,,,AR-2025,,Yes
912796XY0,Bill,52-Week,08/09/2022,08/11/2022,08/10/2023,96.764444,0.03325,96.764444,,,,,,,
912796W54,Bill,13-Week,08/08/2022,08/11/2022,11/10/2022,99.347833,0.02633,99.347833,,,,,,,
912796XZ7,Bill,26-Week,08/08/2022,08/11/2022,02/09/2023,98.463111,0.0313,98.463111,,,,,,,
912796XU8,Bill,4-Week,08/04/2022,08/09/2022,09/06/2022,99.835889,0.02143,99.835889,,,,,,,
912796YC7,Bill,8-Week,08/04/2022,08/09/2022,10/04/2022,99.645333,0.0232,99.645333,,,,,,,
912796YX1,Bill,119-Day,08/03/2022,08/09/2022,12/06/2022,99.097583,0.02793,99.097583,,,,,,,
912796N96,Bill,13-Week,08/01/2022,08/04/2022,11/03/2022,99.370583,0.02541,99.370583,,,,,,,
912796XT1,Bill,26-Week,08/01/2022,08/04/2022,02/02/2023,98.559167,0.02932,98.559167,,,,,,,
912796XP9,Bill,4-Week,07/28/2022,08/02/2022,08/30/2022,99.833556,0.02173,99.833556,,,,,,,
912796XX2,Bill,8-Week,07/28/2022,08/02/2022,09/27/2022,99.656222,0.02248,99.656222,,,,,,,
91282CFC0,Note,7-Year,07/28/2022,08/01/2022,07/31/2029,99.335208,,99.335208,0.0273,0.02625,,,N-2029,,Yes
912796YS2,Bill,119-Day,07/27/2022,08/02/2022,11/29/2022,99.110806,0.02752,99.110806,,,,,,,
91282CFD8,Note,2-Year,07/27/2022,08/01/2022,07/31/2024,99.999954,,99.999954,,,,,BF-2024,0.00037,No
91282CFB2,Note,5-Year,07/26/2022,08/01/2022,07/31/2027,99.491044,,99.491044,0.0286,0.0275,,,AB-2027,,Yes
91282CFA4,Note,2-Year,07/25/2022,08/01/2022,07/31/2024,99.971015,,99.971015,0.03015,0.03,,,BE-2024,,Yes
912796V71,Bill,13-Week,07/25/2022,07/28/2022,10/27/2022,99.363000,0.02571,99.363000,,,,,,,
912796S34,Bill,26-Week,07/25/2022,07/28/2022,01/26/2023,98.523778,0.03005,98.523778,,,,,,,
91282CEZ0,Note,10-Year,07/21/2022,07/29/2022,07/15/2032,100.446487,,100.446487,0.0063,0.00625,,,D-2032,,Yes
912796XN4,Bill,4-Week,07/21/2022,07/26/2022,08/23/2022,99.835111,0.02153,99.835111,,,,,,,
912796XW4,Bill,8-Week,07/21/2022,07/26/2022,09/20/2022,99.653111,0.02269,99.653111,,,,,,,
912810TH1,Bond,19-Year 10-Month,07/20/2022,08/01/2022,05/15/2042,97.563393,,97.563393,0.0342,0.0325,,,Bonds of May 2042,,Yes
912796YR4,Bill,119-Day,07/20/2022,07/26/2022,11/22/2022,99.100889,0.02783,99.100889,,,,,,,
912796V63,Bill,13-Week,07/18/2022,07/21/2022,10/20/2022,99.375639,0.0252,99.375639,,,,,,,
912796XS3,Bill,26-Week,07/18/2022,07/21/2022,01/19/2023,98.528833,0.02994,98.528833,,,,,,,
912796XM6,Bill,4-Week,07/14/2022,07/19/2022,08/16/2022,99.846000,0.02011,99.846000,,,,,,,
912796XV6,Bill,8-Week,07/14/2022,07/19/2022,09/13/2022,99.646889,0.0231,99.646889,,,,,,,
91282CEL1,Note,1-Year 10-Month,07/14/2022,07/18/2022,04/30/2024,99.884582,,99.884582,,,,,BB-2024,-0.00075,No
912796YQ6,Bill,119-Day,07/13/2022,07/19/2022,11/15/2022,99.140556,0.02659,99.140556,,,,,,,
912810TG3,Bond,29-Year 10-Month,07/13/2022,07/15/2022,05/15/2052,95.354138,,95.354138,0.03115,0.02875,,,Bonds of May 2052,,Yes
91282CEP2,Note,9-Year 10-Month,07/12/2022,07/15/2022,05/15/2032,99.274623,,99.274623,0.0296,0.02875,,,C-2032,,Yes
912796XQ7,Bill,52-Week,07/12/2022,07/14/2022,07/13/2023,97.007111,0.0307,97.007111,,,,,,,
91282CEY3,Note,3-Year,07/11/2022,07/15/2022,07/15/2025,99.735500,,99.735500,0.03093,0.03,,,AQ-2025,,Yes
912796V55,Bill,13-Week,07/11/2022,07/14/2022,10/13/2022,99.466639,0.02151,99.466639,,,,,,,
912796XR5,Bill,26-Week,07/11/2022,07/14/2022,01/12/2023,98.642583,0.0276,98.642583,,,,,,,
912796XL8,Bill,4-Week,07/07/2022,07/12/2022,08/09/2022,99.881000,0.01553,99.881000,,,,,,,
912796XU8,Bill,8-Week,07/07/2022,07/12/2022,09/06/2022,99.713778,0.01871,99.713778,,,,,,,
912796YP8,Bill,119-Day,07/06/2022,07/12/2022,11/08/2022,99.262861,0.02278,99.262861,,,,,,,
912796M89,Bill,13-Week,07/05/2022,07/07/2022,10/06/2022,99.532361,0.01885,99.532361,,,,,,,
912796X95,Bill,26-Week,07/05/2022,07/07/2022,01/05/2023,98.736111,0.02567,98.736111,,,,,,,
912796X46,Bill,4-Week,06/30/2022,07/05/2022,08/02/2022,99.903556,0.01258,99.903556,,,,,,,
912796XP9,Bill,8-Week,06/30/2022,07/05/2022,08/30/2022,99.743333,0.01677,99.743333,,,,,,,
912796YG8,Bill,119-Day,06/29/2022,07/05/2022,11/01/2022,99.277736,0.02231,99.277736,,,,,,,
